=== Monitoring started at Mon May 26 02:06:11 EDT 2025 ===
--- 2025-05-26 02:06:11 ---
  66838   4 ptlrpcd_00_51   R
  66839   7 ptlrpcd_00_52   I
  66840   6 ptlrpcd_00_53   I
  66841  22 ptlrpcd_00_54   I
  66842  12 ptlrpcd_00_55   R
  66843  45 ptlrpcd_00_56   I
  66844  55 ptlrpcd_00_57   I
  66845  17 ptlrpcd_00_58   I
  66846  50 ptlrpcd_00_59   I
  66847   9 ptlrpcd_00_60   I
  66848  45 ptlrpcd_00_61   I
  66849   5 ptlrpcd_00_62   R
  66850   6 ptlrpcd_00_63   R
  66851 101 ptlrpcd_01_00   I
  66852  72 ptlrpcd_01_01   I
  66853 109 ptlrpcd_01_02   I
  66854  96 ptlrpcd_01_03   I
  66855 124 ptlrpcd_01_04   R
  66856  91 ptlrpcd_01_05   R
  66857 106 ptlrpcd_01_06   I
  66858  91 ptlrpcd_01_07   I
  66859 103 ptlrpcd_01_08   R
  66860  71 ptlrpcd_01_09   I
  66861 103 ptlrpcd_01_10   I
  66862  89 ptlrpcd_01_11   R
  66863 121 ptlrpcd_01_12   I
  66864 104 ptlrpcd_01_13   I
  66865  72 ptlrpcd_01_14   I
  66866  73 ptlrpcd_01_15   I
  66867  78 ptlrpcd_01_16   R
  66868  82 ptlrpcd_01_17   I
  66869  83 ptlrpcd_01_18   I
  66870 112 ptlrpcd_01_19   I
  66871  76 ptlrpcd_01_20   I
  66872  84 ptlrpcd_01_21   I
  66873 112 ptlrpcd_01_22   I
  66874  89 ptlrpcd_01_23   I
  66875  87 ptlrpcd_01_24   I
  66876  77 ptlrpcd_01_25   I
  66877  80 ptlrpcd_01_26   R
  66878  93 ptlrpcd_01_27   R
  66879  87 ptlrpcd_01_28   R
  66880  84 ptlrpcd_01_29   I
  66881  95 ptlrpcd_01_30   R
  66882  85 ptlrpcd_01_31   R
  66883 104 ptlrpcd_01_32   R
  66884  92 ptlrpcd_01_33   R
  66885  94 ptlrpcd_01_34   R
  66886 110 ptlrpcd_01_35   I
  66887  71 ptlrpcd_01_36   I
  66888  69 ptlrpcd_01_37   R
  66889  75 ptlrpcd_01_38   I
  66890 107 ptlrpcd_01_39   I
  66891 111 ptlrpcd_01_40   I
  66892 106 ptlrpcd_01_41   I
  66893 100 ptlrpcd_01_42   I
  66894 109 ptlrpcd_01_43   R
  66895 102 ptlrpcd_01_44   R
  66896  85 ptlrpcd_01_45   R
  66897 122 ptlrpcd_01_46   I
  66898 111 ptlrpcd_01_47   R
  66899  72 ptlrpcd_01_48   I
  66900  96 ptlrpcd_01_49   I
  66901 108 ptlrpcd_01_50   I
  66902  81 ptlrpcd_01_51   R
  66903  83 ptlrpcd_01_52   R
  66904  90 ptlrpcd_01_53   R
  66905 107 ptlrpcd_01_54   R
  66906 105 ptlrpcd_01_55   R
  66907  78 ptlrpcd_01_56   I
  66908  73 ptlrpcd_01_57   I
  66909  93 ptlrpcd_01_58   R
  66910  99 ptlrpcd_01_59   R
  66911  64 ptlrpcd_01_60   R
  66912  74 ptlrpcd_01_61   R
  66913  99 ptlrpcd_01_62   I
  66914  75 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  62 monitor_ptlrpcd S

--- 2025-05-26 02:06:40 ---
  66786  96 ptlrpcd_rcv     I
  66787  31 ptlrpcd_00_00   I
  66788   7 ptlrpcd_00_01   I
  66789  14 ptlrpcd_00_02   R
  66790  31 ptlrpcd_00_03   R
  66791  48 ptlrpcd_00_04   I
  66792  48 ptlrpcd_00_05   R
  66793  27 ptlrpcd_00_06   I
  66794   9 ptlrpcd_00_07   R
  66795   3 ptlrpcd_00_08   R
  66796  55 ptlrpcd_00_09   R
  66797   8 ptlrpcd_00_10   R
  66798  55 ptlrpcd_00_11   R
  66799  54 ptlrpcd_00_12   R
  66800  57 ptlrpcd_00_13   R
  66801  21 ptlrpcd_00_14   I
  66802  51 ptlrpcd_00_15   R
  66803   5 ptlrpcd_00_16   R
  66804  15 ptlrpcd_00_17   I
  66805  31 ptlrpcd_00_18   I
  66806  13 ptlrpcd_00_19   R
  66807  15 ptlrpcd_00_20   R
  66808   1 ptlrpcd_00_21   I
  66809  22 ptlrpcd_00_22   R
  66810  10 ptlrpcd_00_23   R
  66811  50 ptlrpcd_00_24   I
  66812  36 ptlrpcd_00_25   I
  66813  19 ptlrpcd_00_26   I
  66814  21 ptlrpcd_00_27   I
  66815   8 ptlrpcd_00_28   R
  66816  15 ptlrpcd_00_29   I
  66817  43 ptlrpcd_00_30   I
  66818   2 ptlrpcd_00_31   R
  66819   6 ptlrpcd_00_32   I
  66820  54 ptlrpcd_00_33   I
  66821  44 ptlrpcd_00_34   I
  66822  11 ptlrpcd_00_35   I
  66823  21 ptlrpcd_00_36   I
  66824   3 ptlrpcd_00_37   R
  66825  18 ptlrpcd_00_38   R
  66826   7 ptlrpcd_00_39   I
  66827  57 ptlrpcd_00_40   I
  66828  12 ptlrpcd_00_41   R
  66829  49 ptlrpcd_00_42   R
  66830  47 ptlrpcd_00_43   I
  66831  57 ptlrpcd_00_44   R
  66832  53 ptlrpcd_00_45   R
  66833  50 ptlrpcd_00_46   R
  66834  41 ptlrpcd_00_47   R
  66835  42 ptlrpcd_00_48   I
  66836  12 ptlrpcd_00_49   R
  66837  29 ptlrpcd_00_50   I
  66838  25 ptlrpcd_00_51   R
  66839   0 ptlrpcd_00_52   R
  66840  20 ptlrpcd_00_53   R
  66841  44 ptlrpcd_00_54   I
  66842  45 ptlrpcd_00_55   R
  66843  47 ptlrpcd_00_56   R
  66844  48 ptlrpcd_00_57   I
  66845  25 ptlrpcd_00_58   I
  66846  27 ptlrpcd_00_59   R
  66847   7 ptlrpcd_00_60   I
  66848  36 ptlrpcd_00_61   I
  66849  25 ptlrpcd_00_62   I
  66850  11 ptlrpcd_00_63   R
  66851  99 ptlrpcd_01_00   R
  66852 124 ptlrpcd_01_01   R
  66853 109 ptlrpcd_01_02   I
  66854  68 ptlrpcd_01_03   R
  66855  85 ptlrpcd_01_04   I
  66856  87 ptlrpcd_01_05   I
  66857 127 ptlrpcd_01_06   R
  66858 122 ptlrpcd_01_07   I
  66859  68 ptlrpcd_01_08   I
  66860  89 ptlrpcd_01_09   I
  66861 119 ptlrpcd_01_10   R
  66862  80 ptlrpcd_01_11   R
  66863 111 ptlrpcd_01_12   R
  66864 115 ptlrpcd_01_13   I
  66865  81 ptlrpcd_01_14   I
  66866  73 ptlrpcd_01_15   I
  66867  79 ptlrpcd_01_16   I
  66868 117 ptlrpcd_01_17   R
  66869  94 ptlrpcd_01_18   R
  66870  72 ptlrpcd_01_19   I
  66871  77 ptlrpcd_01_20   R
  66872  86 ptlrpcd_01_21   R
  66873 111 ptlrpcd_01_22   I
  66874 118 ptlrpcd_01_23   I
  66875 123 ptlrpcd_01_24   I
  66876  76 ptlrpcd_01_25   R
  66877 112 ptlrpcd_01_26   R
  66878 121 ptlrpcd_01_27   R
  66879  73 ptlrpcd_01_28   R
  66880  77 ptlrpcd_01_29   I
  66881 104 ptlrpcd_01_30   R
  66882  93 ptlrpcd_01_31   R
  66883  70 ptlrpcd_01_32   I
  66884  83 ptlrpcd_01_33   R
  66885  85 ptlrpcd_01_34   I
  66886 120 ptlrpcd_01_35   R
  66887 108 ptlrpcd_01_36   I
  66888 102 ptlrpcd_01_37   I
  66889 125 ptlrpcd_01_38   R
  66890  64 ptlrpcd_01_39   R
  66891  86 ptlrpcd_01_40   R
  66892  66 ptlrpcd_01_41   I
  66893 125 ptlrpcd_01_42   I
  66894 124 ptlrpcd_01_43   I
  66895 103 ptlrpcd_01_44   I
  66896 101 ptlrpcd_01_45   I
  66897  87 ptlrpcd_01_46   I
  66898 120 ptlrpcd_01_47   I
  66899 103 ptlrpcd_01_48   I
  66900  96 ptlrpcd_01_49   R
  66901 108 ptlrpcd_01_50   R
  66902 100 ptlrpcd_01_51   R
  66903  95 ptlrpcd_01_52   R
  66904  90 ptlrpcd_01_53   R
  66905 118 ptlrpcd_01_54   R
  66906 105 ptlrpcd_01_55   I
  66907 110 ptlrpcd_01_56   R
  66908  69 ptlrpcd_01_57   I
  66909 107 ptlrpcd_01_58   R
  66910 106 ptlrpcd_01_59   R
  66911  75 ptlrpcd_01_60   R
  66912 123 ptlrpcd_01_61   R
  66913 117 ptlrpcd_01_62   I
  66914  87 ptlrpcd_01_63   R
  67440  37 monitor_ptlrpcd S
  67441  62 monitor_ptlrpcd S

--- 2025-05-26 02:06:42 ---
  66786  96 ptlrpcd_rcv     I
  66787  41 ptlrpcd_00_00   I
  66788  62 ptlrpcd_00_01   I
  66789  57 ptlrpcd_00_02   R
  66790  50 ptlrpcd_00_03   R
  66791  50 ptlrpcd_00_04   I
  66792  46 ptlrpcd_00_05   I
  66793  42 ptlrpcd_00_06   R
  66794  47 ptlrpcd_00_07   I
  66795  32 ptlrpcd_00_08   R
  66796  20 ptlrpcd_00_09   I
  66797  20 ptlrpcd_00_10   R
  66798  51 ptlrpcd_00_11   I
  66799  25 ptlrpcd_00_12   I
  66800  11 ptlrpcd_00_13   I
  66801  60 ptlrpcd_00_14   R
  66802  32 ptlrpcd_00_15   R
  66803  25 ptlrpcd_00_16   R
  66804  24 ptlrpcd_00_17   R
  66805  29 ptlrpcd_00_18   R
  66806  48 ptlrpcd_00_19   R
  66807   9 ptlrpcd_00_20   I
  66808  28 ptlrpcd_00_21   I
  66809  62 ptlrpcd_00_22   I
  66810   8 ptlrpcd_00_23   R
  66811  44 ptlrpcd_00_24   R
  66812  58 ptlrpcd_00_25   I
  66813  56 ptlrpcd_00_26   R
  66814  49 ptlrpcd_00_27   R
  66815   8 ptlrpcd_00_28   R
  66816  26 ptlrpcd_00_29   R
  66817  43 ptlrpcd_00_30   R
  66818  63 ptlrpcd_00_31   R
  66819  57 ptlrpcd_00_32   I
  66820  38 ptlrpcd_00_33   I
  66821  20 ptlrpcd_00_34   I
  66822  61 ptlrpcd_00_35   I
  66823  58 ptlrpcd_00_36   I
  66824  30 ptlrpcd_00_37   R
  66825  46 ptlrpcd_00_38   I
  66826  32 ptlrpcd_00_39   R
  66827  56 ptlrpcd_00_40   R
  66828  30 ptlrpcd_00_41   R
  66829   1 ptlrpcd_00_42   R
  66830   1 ptlrpcd_00_43   I
  66831  45 ptlrpcd_00_44   I
  66832  30 ptlrpcd_00_45   R
  66833  52 ptlrpcd_00_46   I
  66834  20 ptlrpcd_00_47   R
  66835  14 ptlrpcd_00_48   R
  66836  20 ptlrpcd_00_49   I
  66837  22 ptlrpcd_00_50   I
  66838  55 ptlrpcd_00_51   R
  66839  41 ptlrpcd_00_52   R
  66840  50 ptlrpcd_00_53   I
  66841  18 ptlrpcd_00_54   I
  66842  60 ptlrpcd_00_55   I
  66843  31 ptlrpcd_00_56   I
  66844  27 ptlrpcd_00_57   R
  66845   9 ptlrpcd_00_58   I
  66846  49 ptlrpcd_00_59   I
  66847  54 ptlrpcd_00_60   I
  66848  58 ptlrpcd_00_61   I
  66849  59 ptlrpcd_00_62   I
  66850   8 ptlrpcd_00_63   R
  66851 101 ptlrpcd_01_00   R
  66852 124 ptlrpcd_01_01   R
  66853 109 ptlrpcd_01_02   I
  66854  69 ptlrpcd_01_03   R
  66855 105 ptlrpcd_01_04   R
  66856  87 ptlrpcd_01_05   R
  66857  64 ptlrpcd_01_06   I
  66858 102 ptlrpcd_01_07   R
  66859  69 ptlrpcd_01_08   I
  66860  89 ptlrpcd_01_09   R
  66861  99 ptlrpcd_01_10   R
  66862 122 ptlrpcd_01_11   R
  66863  90 ptlrpcd_01_12   R
  66864 114 ptlrpcd_01_13   I
  66865  80 ptlrpcd_01_14   I
  66866 119 ptlrpcd_01_15   R
  66867  79 ptlrpcd_01_16   R
  66868 115 ptlrpcd_01_17   I
  66869  94 ptlrpcd_01_18   I
  66870  90 ptlrpcd_01_19   I
  66871 104 ptlrpcd_01_20   I
  66872  86 ptlrpcd_01_21   R
  66873 111 ptlrpcd_01_22   I
  66874 100 ptlrpcd_01_23   R
  66875  88 ptlrpcd_01_24   I
  66876 126 ptlrpcd_01_25   R
  66877 112 ptlrpcd_01_26   R
  66878 116 ptlrpcd_01_27   R
  66879 112 ptlrpcd_01_28   I
  66880  77 ptlrpcd_01_29   R
  66881  69 ptlrpcd_01_30   R
  66882  97 ptlrpcd_01_31   R
  66883 113 ptlrpcd_01_32   R
  66884  64 ptlrpcd_01_33   R
  66885  72 ptlrpcd_01_34   R
  66886  76 ptlrpcd_01_35   R
  66887 110 ptlrpcd_01_36   R
  66888 102 ptlrpcd_01_37   R
  66889 116 ptlrpcd_01_38   R
  66890  68 ptlrpcd_01_39   I
  66891 108 ptlrpcd_01_40   R
  66892  68 ptlrpcd_01_41   R
  66893  92 ptlrpcd_01_42   R
  66894  83 ptlrpcd_01_43   R
  66895 103 ptlrpcd_01_44   R
  66896  67 ptlrpcd_01_45   R
  66897  94 ptlrpcd_01_46   R
  66898 114 ptlrpcd_01_47   R
  66899  65 ptlrpcd_01_48   I
  66900 103 ptlrpcd_01_49   R
  66901 106 ptlrpcd_01_50   R
  66902 100 ptlrpcd_01_51   I
  66903  96 ptlrpcd_01_52   I
  66904  91 ptlrpcd_01_53   R
  66905 109 ptlrpcd_01_54   R
  66906 105 ptlrpcd_01_55   R
  66907 120 ptlrpcd_01_56   R
  66908  96 ptlrpcd_01_57   I
  66909 107 ptlrpcd_01_58   R
  66910 121 ptlrpcd_01_59   R
  66911  85 ptlrpcd_01_60   R
  66912 123 ptlrpcd_01_61   I
  66913 117 ptlrpcd_01_62   R
  66914  74 ptlrpcd_01_63   R
  67440  37 monitor_ptlrpcd S
  67441   9 monitor_ptlrpcd S

--- 2025-05-26 02:06:43 ---
  66786  96 ptlrpcd_rcv     I
  66787  47 ptlrpcd_00_00   R
  66788  10 ptlrpcd_00_01   I
  66789  55 ptlrpcd_00_02   I
  66790  10 ptlrpcd_00_03   R
  66791  41 ptlrpcd_00_04   I
  66792   1 ptlrpcd_00_05   I
  66793  41 ptlrpcd_00_06   I
  66794  31 ptlrpcd_00_07   I
  66795  55 ptlrpcd_00_08   I
  66796   2 ptlrpcd_00_09   R
  66797  26 ptlrpcd_00_10   R
  66798  34 ptlrpcd_00_11   I
  66799  14 ptlrpcd_00_12   I
  66800  57 ptlrpcd_00_13   R
  66801  18 ptlrpcd_00_14   R
  66802  28 ptlrpcd_00_15   R
  66803  33 ptlrpcd_00_16   R
  66804  53 ptlrpcd_00_17   R
  66805  31 ptlrpcd_00_18   R
  66806  60 ptlrpcd_00_19   R
  66807   5 ptlrpcd_00_20   R
  66808  32 ptlrpcd_00_21   I
  66809  43 ptlrpcd_00_22   R
  66810   1 ptlrpcd_00_23   R
  66811  40 ptlrpcd_00_24   I
  66812  46 ptlrpcd_00_25   I
  66813  50 ptlrpcd_00_26   R
  66814  47 ptlrpcd_00_27   I
  66815  34 ptlrpcd_00_28   I
  66816  25 ptlrpcd_00_29   I
  66817  14 ptlrpcd_00_30   I
  66818  44 ptlrpcd_00_31   R
  66819  29 ptlrpcd_00_32   I
  66820  44 ptlrpcd_00_33   I
  66821  41 ptlrpcd_00_34   R
  66822  11 ptlrpcd_00_35   R
  66823  48 ptlrpcd_00_36   I
  66824  25 ptlrpcd_00_37   I
  66825  50 ptlrpcd_00_38   R
  66826  13 ptlrpcd_00_39   R
  66827  42 ptlrpcd_00_40   R
  66828  26 ptlrpcd_00_41   R
  66829   9 ptlrpcd_00_42   I
  66830   7 ptlrpcd_00_43   I
  66831  50 ptlrpcd_00_44   R
  66832  45 ptlrpcd_00_45   R
  66833  57 ptlrpcd_00_46   I
  66834  57 ptlrpcd_00_47   R
  66835  62 ptlrpcd_00_48   R
  66836   3 ptlrpcd_00_49   R
  66837  60 ptlrpcd_00_50   R
  66838   0 ptlrpcd_00_51   R
  66839  51 ptlrpcd_00_52   R
  66840  43 ptlrpcd_00_53   R
  66841   7 ptlrpcd_00_54   R
  66842  10 ptlrpcd_00_55   I
  66843  54 ptlrpcd_00_56   R
  66844  37 ptlrpcd_00_57   R
  66845  13 ptlrpcd_00_58   R
  66846  59 ptlrpcd_00_59   R
  66847  12 ptlrpcd_00_60   R
  66848  46 ptlrpcd_00_61   I
  66849  29 ptlrpcd_00_62   R
  66850  61 ptlrpcd_00_63   R
  66851 101 ptlrpcd_01_00   I
  66852 125 ptlrpcd_01_01   R
  66853 107 ptlrpcd_01_02   R
  66854  77 ptlrpcd_01_03   I
  66855  65 ptlrpcd_01_04   R
  66856 110 ptlrpcd_01_05   R
  66857 118 ptlrpcd_01_06   I
  66858 102 ptlrpcd_01_07   I
  66859 111 ptlrpcd_01_08   I
  66860  91 ptlrpcd_01_09   R
  66861  87 ptlrpcd_01_10   R
  66862  87 ptlrpcd_01_11   R
  66863 100 ptlrpcd_01_12   R
  66864 120 ptlrpcd_01_13   R
  66865  80 ptlrpcd_01_14   R
  66866  74 ptlrpcd_01_15   R
  66867  81 ptlrpcd_01_16   R
  66868 109 ptlrpcd_01_17   R
  66869  80 ptlrpcd_01_18   I
  66870 125 ptlrpcd_01_19   R
  66871 106 ptlrpcd_01_20   I
  66872  92 ptlrpcd_01_21   R
  66873 104 ptlrpcd_01_22   I
  66874  93 ptlrpcd_01_23   I
  66875 104 ptlrpcd_01_24   I
  66876  98 ptlrpcd_01_25   I
  66877  68 ptlrpcd_01_26   I
  66878  75 ptlrpcd_01_27   I
  66879 100 ptlrpcd_01_28   I
  66880 121 ptlrpcd_01_29   I
  66881  69 ptlrpcd_01_30   R
  66882 115 ptlrpcd_01_31   I
  66883 113 ptlrpcd_01_32   I
  66884  99 ptlrpcd_01_33   R
  66885  76 ptlrpcd_01_34   I
  66886  82 ptlrpcd_01_35   I
  66887  67 ptlrpcd_01_36   R
  66888  96 ptlrpcd_01_37   R
  66889  74 ptlrpcd_01_38   R
  66890  69 ptlrpcd_01_39   R
  66891 104 ptlrpcd_01_40   I
  66892 115 ptlrpcd_01_41   I
  66893  95 ptlrpcd_01_42   R
  66894 116 ptlrpcd_01_43   I
  66895  83 ptlrpcd_01_44   I
  66896 114 ptlrpcd_01_45   R
  66897 127 ptlrpcd_01_46   I
  66898 102 ptlrpcd_01_47   R
  66899  78 ptlrpcd_01_48   R
  66900  85 ptlrpcd_01_49   R
  66901  85 ptlrpcd_01_50   I
  66902 112 ptlrpcd_01_51   I
  66903  90 ptlrpcd_01_52   R
  66904  70 ptlrpcd_01_53   I
  66905  85 ptlrpcd_01_54   I
  66906 105 ptlrpcd_01_55   R
  66907  64 ptlrpcd_01_56   I
  66908 123 ptlrpcd_01_57   I
  66909 107 ptlrpcd_01_58   I
  66910 121 ptlrpcd_01_59   I
  66911  82 ptlrpcd_01_60   R
  66912 113 ptlrpcd_01_61   I
  66913 117 ptlrpcd_01_62   I
  66914 102 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441   6 monitor_ptlrpcd S

--- 2025-05-26 02:06:44 ---
  66786  96 ptlrpcd_rcv     I
  66787   9 ptlrpcd_00_00   I
  66788   9 ptlrpcd_00_01   I
  66789   4 ptlrpcd_00_02   I
  66790   9 ptlrpcd_00_03   R
  66791  52 ptlrpcd_00_04   I
  66792   2 ptlrpcd_00_05   R
  66793   9 ptlrpcd_00_06   R
  66794   5 ptlrpcd_00_07   I
  66795   5 ptlrpcd_00_08   I
  66796   5 ptlrpcd_00_09   I
  66797  53 ptlrpcd_00_10   I
  66798  11 ptlrpcd_00_11   I
  66799  52 ptlrpcd_00_12   I
  66800  52 ptlrpcd_00_13   I
  66801  43 ptlrpcd_00_14   I
  66802  43 ptlrpcd_00_15   I
  66803  58 ptlrpcd_00_16   I
  66804  51 ptlrpcd_00_17   I
  66805   5 ptlrpcd_00_18   I
  66806  61 ptlrpcd_00_19   I
  66807  39 ptlrpcd_00_20   I
  66808  29 ptlrpcd_00_21   I
  66809  31 ptlrpcd_00_22   I
  66810   3 ptlrpcd_00_23   I
  66811   5 ptlrpcd_00_24   I
  66812   1 ptlrpcd_00_25   I
  66813   5 ptlrpcd_00_26   I
  66814  14 ptlrpcd_00_27   I
  66815  58 ptlrpcd_00_28   I
  66816  43 ptlrpcd_00_29   I
  66817   3 ptlrpcd_00_30   I
  66818  43 ptlrpcd_00_31   I
  66819  60 ptlrpcd_00_32   I
  66820  52 ptlrpcd_00_33   I
  66821  63 ptlrpcd_00_34   I
  66822   6 ptlrpcd_00_35   I
  66823  56 ptlrpcd_00_36   I
  66824   5 ptlrpcd_00_37   I
  66825  63 ptlrpcd_00_38   I
  66826  62 ptlrpcd_00_39   I
  66827  52 ptlrpcd_00_40   I
  66828  28 ptlrpcd_00_41   I
  66829  10 ptlrpcd_00_42   I
  66830  14 ptlrpcd_00_43   I
  66831  12 ptlrpcd_00_44   I
  66832  54 ptlrpcd_00_45   I
  66833  39 ptlrpcd_00_46   I
  66834  57 ptlrpcd_00_47   I
  66835  37 ptlrpcd_00_48   I
  66836   0 ptlrpcd_00_49   I
  66837  43 ptlrpcd_00_50   I
  66838  43 ptlrpcd_00_51   I
  66839  48 ptlrpcd_00_52   I
  66840   5 ptlrpcd_00_53   I
  66841  11 ptlrpcd_00_54   I
  66842  12 ptlrpcd_00_55   I
  66843  15 ptlrpcd_00_56   I
  66844   7 ptlrpcd_00_57   I
  66845  61 ptlrpcd_00_58   I
  66846   7 ptlrpcd_00_59   I
  66847  59 ptlrpcd_00_60   I
  66848  12 ptlrpcd_00_61   I
  66849   6 ptlrpcd_00_62   I
  66850  56 ptlrpcd_00_63   I
  66851 119 ptlrpcd_01_00   R
  66852  96 ptlrpcd_01_01   I
  66853 106 ptlrpcd_01_02   R
  66854  77 ptlrpcd_01_03   R
  66855 117 ptlrpcd_01_04   R
  66856  96 ptlrpcd_01_05   R
  66857 104 ptlrpcd_01_06   R
  66858  65 ptlrpcd_01_07   I
  66859 111 ptlrpcd_01_08   R
  66860  83 ptlrpcd_01_09   R
  66861 108 ptlrpcd_01_10   R
  66862  69 ptlrpcd_01_11   R
  66863  95 ptlrpcd_01_12   I
  66864  98 ptlrpcd_01_13   I
  66865  80 ptlrpcd_01_14   R
  66866 100 ptlrpcd_01_15   R
  66867  81 ptlrpcd_01_16   I
  66868 109 ptlrpcd_01_17   R
  66869 107 ptlrpcd_01_18   I
  66870 125 ptlrpcd_01_19   I
  66871  95 ptlrpcd_01_20   R
  66872  90 ptlrpcd_01_21   R
  66873  82 ptlrpcd_01_22   I
  66874  93 ptlrpcd_01_23   R
  66875  96 ptlrpcd_01_24   I
  66876 110 ptlrpcd_01_25   I
  66877  68 ptlrpcd_01_26   R
  66878  75 ptlrpcd_01_27   R
  66879 109 ptlrpcd_01_28   I
  66880 116 ptlrpcd_01_29   R
  66881 120 ptlrpcd_01_30   I
  66882  84 ptlrpcd_01_31   I
  66883 123 ptlrpcd_01_32   R
  66884  91 ptlrpcd_01_33   R
  66885  76 ptlrpcd_01_34   R
  66886  84 ptlrpcd_01_35   I
  66887  67 ptlrpcd_01_36   R
  66888 107 ptlrpcd_01_37   I
  66889 115 ptlrpcd_01_38   I
  66890  89 ptlrpcd_01_39   R
  66891 102 ptlrpcd_01_40   R
  66892 115 ptlrpcd_01_41   I
  66893 107 ptlrpcd_01_42   R
  66894  79 ptlrpcd_01_43   R
  66895  85 ptlrpcd_01_44   R
  66896 114 ptlrpcd_01_45   R
  66897 105 ptlrpcd_01_46   R
  66898 102 ptlrpcd_01_47   R
  66899  87 ptlrpcd_01_48   R
  66900 121 ptlrpcd_01_49   R
  66901  85 ptlrpcd_01_50   I
  66902 127 ptlrpcd_01_51   I
  66903  90 ptlrpcd_01_52   I
  66904  64 ptlrpcd_01_53   I
  66905  87 ptlrpcd_01_54   R
  66906 113 ptlrpcd_01_55   R
  66907  64 ptlrpcd_01_56   I
  66908 122 ptlrpcd_01_57   R
  66909 117 ptlrpcd_01_58   I
  66910 115 ptlrpcd_01_59   I
  66911  88 ptlrpcd_01_60   R
  66912  94 ptlrpcd_01_61   R
  66913  78 ptlrpcd_01_62   I
  66914 116 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  43 monitor_ptlrpcd S

--- 2025-05-26 02:06:45 ---
  66786  96 ptlrpcd_rcv     I
  66787  48 ptlrpcd_00_00   I
  66788  48 ptlrpcd_00_01   I
  66789  58 ptlrpcd_00_02   I
  66790   4 ptlrpcd_00_03   I
  66791  32 ptlrpcd_00_04   I
  66792   5 ptlrpcd_00_05   I
  66793   5 ptlrpcd_00_06   I
  66794  25 ptlrpcd_00_07   I
  66795  18 ptlrpcd_00_08   I
  66796  54 ptlrpcd_00_09   I
  66797  32 ptlrpcd_00_10   I
  66798  10 ptlrpcd_00_11   I
  66799  28 ptlrpcd_00_12   I
  66800  43 ptlrpcd_00_13   I
  66801  56 ptlrpcd_00_14   I
  66802  15 ptlrpcd_00_15   I
  66803  54 ptlrpcd_00_16   I
  66804   4 ptlrpcd_00_17   I
  66805  13 ptlrpcd_00_18   I
  66806   4 ptlrpcd_00_19   R
  66807  28 ptlrpcd_00_20   I
  66808  61 ptlrpcd_00_21   I
  66809   4 ptlrpcd_00_22   I
  66810  31 ptlrpcd_00_23   R
  66811   1 ptlrpcd_00_24   I
  66812  39 ptlrpcd_00_25   I
  66813  32 ptlrpcd_00_26   R
  66814  30 ptlrpcd_00_27   I
  66815  57 ptlrpcd_00_28   R
  66816  54 ptlrpcd_00_29   I
  66817   2 ptlrpcd_00_30   R
  66818  30 ptlrpcd_00_31   I
  66819  15 ptlrpcd_00_32   R
  66820  29 ptlrpcd_00_33   R
  66821  59 ptlrpcd_00_34   I
  66822   0 ptlrpcd_00_35   R
  66823  54 ptlrpcd_00_36   R
  66824  15 ptlrpcd_00_37   I
  66825   8 ptlrpcd_00_38   I
  66826   0 ptlrpcd_00_39   I
  66827  28 ptlrpcd_00_40   I
  66828  56 ptlrpcd_00_41   I
  66829  38 ptlrpcd_00_42   R
  66830  38 ptlrpcd_00_43   R
  66831  58 ptlrpcd_00_44   R
  66832   6 ptlrpcd_00_45   I
  66833  63 ptlrpcd_00_46   R
  66834  61 ptlrpcd_00_47   I
  66835  10 ptlrpcd_00_48   R
  66836   7 ptlrpcd_00_49   R
  66837  39 ptlrpcd_00_50   R
  66838  20 ptlrpcd_00_51   R
  66839  54 ptlrpcd_00_52   R
  66840   2 ptlrpcd_00_53   R
  66841  24 ptlrpcd_00_54   R
  66842  24 ptlrpcd_00_55   I
  66843  33 ptlrpcd_00_56   R
  66844  58 ptlrpcd_00_57   R
  66845  11 ptlrpcd_00_58   R
  66846  63 ptlrpcd_00_59   R
  66847  15 ptlrpcd_00_60   R
  66848  14 ptlrpcd_00_61   I
  66849   7 ptlrpcd_00_62   R
  66850  63 ptlrpcd_00_63   R
  66851  66 ptlrpcd_01_00   I
  66852  80 ptlrpcd_01_01   I
  66853 108 ptlrpcd_01_02   I
  66854 121 ptlrpcd_01_03   I
  66855  80 ptlrpcd_01_04   I
  66856 111 ptlrpcd_01_05   I
  66857 104 ptlrpcd_01_06   I
  66858 115 ptlrpcd_01_07   I
  66859  87 ptlrpcd_01_08   I
  66860 123 ptlrpcd_01_09   I
  66861 108 ptlrpcd_01_10   I
  66862 118 ptlrpcd_01_11   I
  66863  65 ptlrpcd_01_12   I
  66864 123 ptlrpcd_01_13   I
  66865  83 ptlrpcd_01_14   I
  66866  96 ptlrpcd_01_15   I
  66867  84 ptlrpcd_01_16   I
  66868  82 ptlrpcd_01_17   I
  66869 107 ptlrpcd_01_18   I
  66870  72 ptlrpcd_01_19   I
  66871  72 ptlrpcd_01_20   I
  66872  72 ptlrpcd_01_21   I
  66873 109 ptlrpcd_01_22   I
  66874 102 ptlrpcd_01_23   I
